Modelo,Tipo,Horizonte,Período,Forecast,IC 1σ Inf,IC 1σ Sup,IC 2σ Inf,IC 2σ Sup,P10,P50,P90,Desvio σ
Prophet/UC,Backtest,6,2026-01-01T03:00:00.000Z,782294.06,478819.18,1085768.94,175344.31,1389243.82,393846.22,782294.06,1170741.91,303474.88
Prophet/UC,Backtest,7,2026-02-01T03:00:00.000Z,0,0,154546.94,0,309093.88,0,0,197820.08,154546.94
Prophet/UC,Backtest,8,2026-03-01T03:00:00.000Z,0,0,204106.43,0,408212.87,0,0,261256.24,204106.43
Prophet/UC,Backtest,9,2026-04-01T03:00:00.000Z,0,0,222268.61,0,444537.22,0,0,284503.82,222268.61
Prophet/UC,Backtest,10,2026-05-01T03:00:00.000Z,0,0,253858.92,0,507717.85,0,0,324939.42,253858.92
Prophet/UC,Backtest,11,2026-06-01T03:00:00.000Z,0,0,213989.4,0,427978.8,0,0,273906.43,213989.4
Prophet/UC,Backtest,12,2026-07-01T03:00:00.000Z,0,0,229324.38,0,458648.75,0,0,293535.2,229324.38
Prophet/UC,Forecast,1,2026-08-01T03:00:00.000Z,161442.32,-43239.74,409015.87,-269367.54,635143.67,0,133706.09,364908.03,226127.8
Prophet/UC,Forecast,2,2026-09-01T03:00:00.000Z,64666.34,-111937.52,434582.2,-385197.38,707842.06,0,20717.51,517054.89,273259.86
Prophet/UC,Forecast,3,2026-10-01T03:00:00.000Z,0,-85704.99,275861.49,-266488.23,456644.73,0,0,251654.72,180783.24
Prophet/UC,Forecast,4,2026-11-01T03:00:00.000Z,105163.48,-64434.73,393402.12,-293353.15,622320.55,0,78340.97,428054.09,228918.42
Prophet/UC,Forecast,5,2026-12-01T03:00:00.000Z,154179.22,-51434.62,467453.45,-310878.66,726897.49,0,126443,598155.64,259444.04
Prophet/UC,Forecast,6,2027-01-01T03:00:00.000Z,390885.03,127132.18,734081.94,-176342.7,1037556.81,93274.22,364976.24,852256.42,303474.88
Prophet/UC,Forecast,7,2027-02-01T03:00:00.000Z,12737.77,-70831.06,238262.82,-225378,392809.76,0,0,263324.11,154546.94
Prophet/UC,Forecast,8,2027-03-01T03:00:00.000Z,0,-102336.46,305876.41,-306442.89,509982.84,0,0,322890.61,204106.43
Prophet/UC,Forecast,9,2027-04-01T03:00:00.000Z,0,-92606.65,351930.56,-314875.26,574199.17,0,0,443976.42,222268.61
Prophet/UC,Forecast,10,2027-05-01T03:00:00.000Z,54112.04,-85114.43,422603.42,-338973.35,676462.34,0,59005.3,505502.5,253858.92
Prophet/UC,Forecast,11,2027-06-01T03:00:00.000Z,0,-82167.57,345811.23,-296156.97,559800.63,0,0,452388.55,213989.4
Prophet/UC,Forecast,12,2027-07-01T03:00:00.000Z,21527.03,-99312.09,359336.67,-328636.46,588661.04,0,0,465503.45,229324.38
,,,,,,,,,,,,
Theta,Backtest,1,2025-08-01T03:00:00.000Z,167738.47,167738.47,167738.47,167738.47,167738.47,167738.47,167738.47,167738.47,0
Theta,Backtest,2,2025-09-01T03:00:00.000Z,168364.78,168364.78,168364.78,168364.78,168364.78,168364.78,168364.78,168364.78,0
Theta,Backtest,3,2025-10-01T03:00:00.000Z,168991.09,168991.09,168991.09,168991.09,168991.09,168991.09,168991.09,168991.09,0
Theta,Backtest,4,2025-11-01T03:00:00.000Z,169617.4,169617.4,169617.4,169617.4,169617.4,169617.4,169617.4,169617.4,0
Theta,Backtest,5,2025-12-01T03:00:00.000Z,170243.71,170243.71,170243.71,170243.71,170243.71,170243.71,170243.71,170243.71,0
Theta,Backtest,6,2026-01-01T03:00:00.000Z,170870.02,170870.02,170870.02,170870.02,170870.02,170870.02,170870.02,170870.02,0
Theta,Backtest,7,2026-02-01T03:00:00.000Z,171496.33,171496.33,171496.33,171496.33,171496.33,171496.33,171496.33,171496.33,0
Theta,Backtest,8,2026-03-01T03:00:00.000Z,172122.64,172122.64,172122.64,172122.64,172122.64,172122.64,172122.64,172122.64,0
Theta,Backtest,9,2026-04-01T03:00:00.000Z,172748.95,172748.95,172748.95,172748.95,172748.95,172748.95,172748.95,172748.95,0
Theta,Backtest,10,2026-05-01T03:00:00.000Z,173375.26,173375.26,173375.26,173375.26,173375.26,173375.26,173375.26,173375.26,0
Theta,Backtest,11,2026-06-01T03:00:00.000Z,174001.57,174001.57,174001.57,174001.57,174001.57,174001.57,174001.57,174001.57,0
Theta,Backtest,12,2026-07-01T03:00:00.000Z,174627.88,174627.88,174627.88,174627.88,174627.88,174627.88,174627.88,174627.88,0
Theta,Forecast,1,2026-08-01T03:00:00.000Z,122854.73,122854.73,122854.73,122854.73,122854.73,122854.73,122854.73,122854.73,0
Theta,Forecast,2,2026-09-01T03:00:00.000Z,123197.18,123197.18,123197.18,123197.18,123197.18,123197.18,123197.18,123197.18,0
Theta,Forecast,3,2026-10-01T03:00:00.000Z,123539.63,123539.63,123539.63,123539.63,123539.63,123539.63,123539.63,123539.63,0
Theta,Forecast,4,2026-11-01T03:00:00.000Z,123882.08,123882.08,123882.08,123882.08,123882.08,123882.08,123882.08,123882.08,0
Theta,Forecast,5,2026-12-01T03:00:00.000Z,124224.54,124224.54,124224.54,124224.54,124224.54,124224.54,124224.54,124224.54,0
Theta,Forecast,6,2027-01-01T03:00:00.000Z,124566.99,124566.99,124566.99,124566.99,124566.99,124566.99,124566.99,124566.99,0
Theta,Forecast,7,2027-02-01T03:00:00.000Z,124909.44,124909.44,124909.44,124909.44,124909.44,124909.44,124909.44,124909.44,0
Theta,Forecast,8,2027-03-01T03:00:00.000Z,125251.9,125251.9,125251.9,125251.9,125251.9,125251.9,125251.9,125251.9,0
Theta,Forecast,9,2027-04-01T03:00:00.000Z,125594.35,125594.35,125594.35,125594.35,125594.35,125594.35,125594.35,125594.35,0
Theta,Forecast,10,2027-05-01T03:00:00.000Z,125936.8,125936.8,125936.8,125936.8,125936.8,125936.8,125936.8,125936.8,0
Theta,Forecast,11,2027-06-01T03:00:00.000Z,126279.25,126279.25,126279.25,126279.25,126279.25,126279.25,126279.25,126279.25,0
Theta,Forecast,12,2027-07-01T03:00:00.000Z,126621.71,126621.71,126621.71,126621.71,126621.71,126621.71,126621.71,126621.71,0
,,,,,,,,,,,,
GradientBoosting,Histórico,0,2018-02-01T02:00:00.000Z,107646.06,69320.54,145971.58,30995.02,184297.09,58589.39,107646.06,156702.72,38325.52
GradientBoosting,Histórico,0,2018-03-01T03:00:00.000Z,222145.53,183820.01,260471.05,145494.49,298796.56,173088.86,222145.53,271202.19,38325.52
GradientBoosting,Histórico,0,2018-04-01T03:00:00.000Z,18336.38,0,56661.9,0,94987.41,0,18336.38,67393.04,38325.52
GradientBoosting,Histórico,0,2018-05-01T03:00:00.000Z,91223.01,52897.5,129548.53,14571.98,167874.05,42166.35,91223.01,140279.68,38325.52
GradientBoosting,Histórico,0,2018-06-01T03:00:00.000Z,68950.32,30624.8,107275.84,0,145601.36,19893.66,68950.32,118006.98,38325.52
GradientBoosting,Histórico,0,2018-07-01T03:00:00.000Z,116381.68,78056.17,154707.2,39730.65,193032.72,67325.02,116381.68,165438.35,38325.52
GradientBoosting,Histórico,0,2018-08-01T03:00:00.000Z,51514.6,13189.08,89840.12,0,128165.64,2457.94,51514.6,100571.26,38325.52
GradientBoosting,Histórico,0,2018-09-01T03:00:00.000Z,123561.29,85235.77,161886.81,46910.25,200212.33,74504.63,123561.29,172617.95,38325.52
GradientBoosting,Histórico,0,2018-10-01T03:00:00.000Z,474618.73,436293.21,512944.25,397967.69,551269.77,425562.07,474618.73,523675.39,38325.52
GradientBoosting,Histórico,0,2018-11-01T03:00:00.000Z,150995.86,112670.34,189321.37,74344.82,227646.89,101939.19,150995.86,200052.52,38325.52
GradientBoosting,Histórico,0,2018-12-01T02:00:00.000Z,61175.27,22849.75,99500.79,0,137826.31,12118.61,61175.27,110231.94,38325.52
GradientBoosting,Histórico,0,2019-01-01T02:00:00.000Z,823843.47,785517.95,862168.99,747192.43,900494.5,774786.8,823843.47,872900.13,38325.52
GradientBoosting,Histórico,0,2019-02-01T02:00:00.000Z,142228.3,103902.78,180553.81,65577.26,218879.33,93171.63,142228.3,191284.96,38325.52
GradientBoosting,Histórico,0,2019-03-01T03:00:00.000Z,53820.15,15494.63,92145.67,0,130471.19,4763.49,53820.15,102876.82,38325.52
GradientBoosting,Histórico,0,2019-04-01T03:00:00.000Z,47474.85,9149.33,85800.37,0,124125.89,0,47474.85,96531.51,38325.52
GradientBoosting,Histórico,0,2019-05-01T03:00:00.000Z,96377.12,58051.6,134702.63,19726.08,173028.15,47320.45,96377.12,145433.78,38325.52
GradientBoosting,Histórico,0,2019-06-01T03:00:00.000Z,58164.93,19839.41,96490.45,0,134815.97,9108.27,58164.93,107221.59,38325.52
GradientBoosting,Histórico,0,2019-07-01T03:00:00.000Z,59751,21425.49,98076.52,0,136402.04,10694.34,59751,108807.67,38325.52
GradientBoosting,Histórico,0,2019-08-01T03:00:00.000Z,119321.11,80995.59,157646.63,42670.08,195972.15,70264.45,119321.11,168377.78,38325.52
GradientBoosting,Histórico,0,2019-09-01T03:00:00.000Z,88084.51,49758.99,126410.03,11433.48,164735.55,39027.85,88084.51,137141.18,38325.52
GradientBoosting,Histórico,0,2019-10-01T03:00:00.000Z,89345.49,51019.97,127671,12694.45,165996.52,40288.82,89345.49,138402.15,38325.52
GradientBoosting,Histórico,0,2019-11-01T03:00:00.000Z,21460,0,59785.52,0,98111.03,0,21460,70516.66,38325.52
GradientBoosting,Histórico,0,2019-12-01T03:00:00.000Z,57888.55,19563.03,96214.07,0,134539.59,8831.89,57888.55,106945.21,38325.52
GradientBoosting,Histórico,0,2020-01-01T03:00:00.000Z,60637.91,22312.39,98963.43,0,137288.95,11581.25,60637.91,109694.57,38325.52
GradientBoosting,Histórico,0,2020-02-01T03:00:00.000Z,8992.08,0,47317.6,0,85643.12,0,8992.08,58048.74,38325.52
GradientBoosting,Histórico,0,2020-03-01T03:00:00.000Z,39860.53,1535.01,78186.04,0,116511.56,0,39860.53,88917.19,38325.52
GradientBoosting,Histórico,0,2020-04-01T03:00:00.000Z,42779.72,4454.2,81105.23,0,119430.75,0,42779.72,91836.38,38325.52
GradientBoosting,Histórico,0,2020-05-01T03:00:00.000Z,16431.8,0,54757.32,0,93082.84,0,16431.8,65488.46,38325.52
GradientBoosting,Histórico,0,2020-06-01T03:00:00.000Z,23880.38,0,62205.9,0,100531.42,0,23880.38,72937.05,38325.52
GradientBoosting,Histórico,0,2020-07-01T03:00:00.000Z,3159.75,0,41485.27,0,79810.79,0,3159.75,52216.41,38325.52
GradientBoosting,Histórico,0,2020-08-01T03:00:00.000Z,15157.97,0,53483.49,0,91809.01,0,15157.97,64214.63,38325.52
GradientBoosting,Histórico,0,2020-09-01T03:00:00.000Z,64122.66,25797.14,102448.17,0,140773.69,15065.99,64122.66,113179.32,38325.52
GradientBoosting,Histórico,0,2020-10-01T03:00:00.000Z,34777.36,0,73102.88,0,111428.4,0,34777.36,83834.02,38325.52
GradientBoosting,Histórico,0,2020-11-01T03:00:00.000Z,866415.12,828089.6,904740.64,789764.09,943066.16,817358.46,866415.12,915471.79,38325.52
GradientBoosting,Histórico,0,2020-12-01T03:00:00.000Z,33099.13,0,71424.65,0,109750.17,0,33099.13,82155.8,38325.52
GradientBoosting,Histórico,0,2021-01-01T03:00:00.000Z,94458.37,56132.85,132783.88,17807.33,171109.4,45401.7,94458.37,143515.03,38325.52
GradientBoosting,Histórico,0,2021-02-01T03:00:00.000Z,47430.49,9104.98,85756.01,0,124081.53,0,47430.49,96487.16,38325.52
GradientBoosting,Histórico,0,2021-03-01T03:00:00.000Z,275728.27,237402.75,314053.79,199077.23,352379.31,226671.61,275728.27,324784.93,38325.52
GradientBoosting,Histórico,0,2021-04-01T03:00:00.000Z,143475.68,105150.16,181801.2,66824.64,220126.72,94419.02,143475.68,192532.34,38325.52
GradientBoosting,Histórico,0,2021-05-01T03:00:00.000Z,25210.88,0,63536.4,0,101861.92,0,25210.88,74267.55,38325.52
GradientBoosting,Histórico,0,2021-06-01T03:00:00.000Z,37956.17,0,76281.69,0,114607.21,0,37956.17,87012.84,38325.52
GradientBoosting,Histórico,0,2021-07-01T03:00:00.000Z,79332.05,41006.53,117657.57,2681.01,155983.09,30275.39,79332.05,128388.72,38325.52
GradientBoosting,Histórico,0,2021-08-01T03:00:00.000Z,552100.24,513774.73,590425.76,475449.21,628751.28,503043.58,552100.24,601156.91,38325.52
GradientBoosting,Histórico,0,2021-09-01T03:00:00.000Z,61446.23,23120.72,99771.75,0,138097.27,12389.57,61446.23,110502.9,38325.52
GradientBoosting,Histórico,0,2021-10-01T03:00:00.000Z,134387.26,96061.74,172712.78,57736.23,211038.3,85330.6,134387.26,183443.93,38325.52
GradientBoosting,Histórico,0,2021-11-01T03:00:00.000Z,1158221.51,1119895.99,1196547.03,1081570.48,1234872.55,1109164.85,1158221.51,1207278.18,38325.52
GradientBoosting,Histórico,0,2021-12-01T03:00:00.000Z,41052.19,2726.67,79377.71,0,117703.23,0,41052.19,90108.85,38325.52
GradientBoosting,Histórico,0,2022-01-01T03:00:00.000Z,112683.85,74358.33,151009.37,36032.81,189334.89,63627.19,112683.85,161740.51,38325.52
GradientBoosting,Histórico,0,2022-02-01T03:00:00.000Z,82088.74,43763.22,120414.26,5437.71,158739.78,33032.08,82088.74,131145.41,38325.52
GradientBoosting,Histórico,0,2022-03-01T03:00:00.000Z,106245.98,67920.47,144571.5,29594.95,182897.02,57189.32,106245.98,155302.65,38325.52
GradientBoosting,Histórico,0,2022-04-01T03:00:00.000Z,42190.3,3864.78,80515.81,0,118841.33,0,42190.3,91246.96,38325.52
GradientBoosting,Histórico,0,2022-05-01T03:00:00.000Z,584035.39,545709.87,622360.91,507384.35,660686.42,534978.72,584035.39,633092.05,38325.52
GradientBoosting,Histórico,0,2022-06-01T03:00:00.000Z,129512.46,91186.95,167837.98,52861.43,206163.5,80455.8,129512.46,178569.13,38325.52
GradientBoosting,Histórico,0,2022-07-01T03:00:00.000Z,56937.79,18612.28,95263.31,0,133588.83,7881.13,56937.79,105994.46,38325.52
GradientBoosting,Histórico,0,2022-08-01T03:00:00.000Z,174904.64,136579.12,213230.15,98253.6,251555.67,125847.97,174904.64,223961.3,38325.52
GradientBoosting,Histórico,0,2022-09-01T03:00:00.000Z,27016.1,0,65341.62,0,103667.14,0,27016.1,76072.76,38325.52
GradientBoosting,Histórico,0,2022-10-01T03:00:00.000Z,147670.36,109344.84,185995.88,71019.32,224321.4,98613.7,147670.36,196727.02,38325.52
GradientBoosting,Histórico,0,2022-11-01T03:00:00.000Z,314479.48,276153.97,352805,237828.45,391130.52,265422.82,314479.48,363536.15,38325.52
GradientBoosting,Histórico,0,2022-12-01T03:00:00.000Z,17425.41,0,55750.93,0,94076.45,0,17425.41,66482.08,38325.52
GradientBoosting,Histórico,0,2023-01-01T03:00:00.000Z,241883.28,203557.76,280208.8,165232.24,318534.32,192826.61,241883.28,290939.94,38325.52
GradientBoosting,Histórico,0,2023-02-01T03:00:00.000Z,371601.25,333275.74,409926.77,294950.22,448252.29,322544.59,371601.25,420657.92,38325.52
GradientBoosting,Histórico,0,2023-03-01T03:00:00.000Z,56915.13,18589.62,95240.65,0,133566.17,7858.47,56915.13,105971.8,38325.52
GradientBoosting,Histórico,0,2023-04-01T03:00:00.000Z,146886.08,108560.56,185211.6,70235.05,223537.12,97829.42,146886.08,195942.75,38325.52
GradientBoosting,Histórico,0,2023-05-01T03:00:00.000Z,130036.58,91711.06,168362.1,53385.55,206687.62,80979.92,130036.58,179093.25,38325.52
GradientBoosting,Histórico,0,2023-06-01T03:00:00.000Z,1089756.31,1051430.8,1128081.83,1013105.28,1166407.35,1040699.65,1089756.31,1138812.98,38325.52
GradientBoosting,Histórico,0,2023-07-01T03:00:00.000Z,81778.42,43452.9,120103.93,5127.38,158429.45,32721.75,81778.42,130835.08,38325.52
GradientBoosting,Histórico,0,2023-08-01T03:00:00.000Z,238511.52,200186,276837.04,161860.48,315162.56,189454.86,238511.52,287568.19,38325.52
GradientBoosting,Histórico,0,2023-09-01T03:00:00.000Z,320899.6,282574.08,359225.11,244248.56,397550.63,271842.93,320899.6,369956.26,38325.52
GradientBoosting,Histórico,0,2023-10-01T03:00:00.000Z,111581.82,73256.31,149907.34,34930.79,188232.86,62525.16,111581.82,160638.49,38325.52
GradientBoosting,Histórico,0,2023-11-01T03:00:00.000Z,715088.02,676762.5,753413.54,638436.98,791739.06,666031.36,715088.02,764144.68,38325.52
GradientBoosting,Histórico,0,2023-12-01T03:00:00.000Z,122834.03,84508.51,161159.55,46182.99,199485.07,73777.37,122834.03,171890.69,38325.52
GradientBoosting,Histórico,0,2024-01-01T03:00:00.000Z,96772.93,58447.41,135098.44,20121.89,173423.96,47716.26,96772.93,145829.59,38325.52
GradientBoosting,Histórico,0,2024-02-01T03:00:00.000Z,67758.93,29433.41,106084.45,0,144409.97,18702.27,67758.93,116815.6,38325.52
GradientBoosting,Histórico,0,2024-03-01T03:00:00.000Z,118395.62,80070.1,156721.14,41744.58,195046.65,69338.95,118395.62,167452.28,38325.52
GradientBoosting,Histórico,0,2024-04-01T03:00:00.000Z,151313.82,112988.3,189639.33,74662.78,227964.85,102257.15,151313.82,200370.48,38325.52
GradientBoosting,Histórico,0,2024-05-01T03:00:00.000Z,103899.66,65574.14,142225.18,27248.62,180550.69,54842.99,103899.66,152956.32,38325.52
GradientBoosting,Histórico,0,2024-06-01T03:00:00.000Z,150362.93,112037.41,188688.45,73711.89,227013.97,101306.27,150362.93,199419.59,38325.52
GradientBoosting,Histórico,0,2024-07-01T03:00:00.000Z,104301.75,65976.24,142627.27,27650.72,180952.79,55245.09,104301.75,153358.42,38325.52
GradientBoosting,Histórico,0,2024-08-01T03:00:00.000Z,542788.04,504462.53,581113.56,466137.01,619439.08,493731.38,542788.04,591844.71,38325.52
GradientBoosting,Histórico,0,2024-09-01T03:00:00.000Z,47958.21,9632.7,86283.73,0,124609.25,0,47958.21,97014.88,38325.52
GradientBoosting,Histórico,0,2024-10-01T03:00:00.000Z,35879.05,0,74204.57,0,112530.09,0,35879.05,84935.72,38325.52
GradientBoosting,Histórico,0,2024-11-01T03:00:00.000Z,183815.32,145489.8,222140.84,107164.28,260466.36,134758.66,183815.32,232871.98,38325.52
GradientBoosting,Histórico,0,2024-12-01T03:00:00.000Z,114759.63,76434.11,153085.14,38108.59,191410.66,65702.96,114759.63,163816.29,38325.52
GradientBoosting,Histórico,0,2025-01-01T03:00:00.000Z,1863024.93,1824699.42,1901350.45,1786373.9,1939675.97,1813968.27,1863024.93,1912081.6,38325.52
GradientBoosting,Histórico,0,2025-02-01T03:00:00.000Z,138957.98,100632.46,177283.5,62306.94,215609.02,89901.32,138957.98,188014.64,38325.52
GradientBoosting,Histórico,0,2025-03-01T03:00:00.000Z,96301.71,57976.19,134627.23,19650.67,172952.75,47245.04,96301.71,145358.37,38325.52
GradientBoosting,Histórico,0,2025-04-01T03:00:00.000Z,68142.53,29817.01,106468.05,0,144793.57,19085.87,68142.53,117199.19,38325.52
GradientBoosting,Histórico,0,2025-05-01T03:00:00.000Z,89772.08,51446.56,128097.59,13121.04,166423.11,40715.41,89772.08,138828.74,38325.52
GradientBoosting,Histórico,0,2025-06-01T03:00:00.000Z,148898.45,110572.93,187223.97,72247.42,225549.49,99841.79,148898.45,197955.12,38325.52
GradientBoosting,Histórico,0,2025-07-01T03:00:00.000Z,138487.59,100162.07,176813.11,61836.55,215138.63,89430.93,138487.59,187544.25,38325.52
GradientBoosting,Backtest,1,2025-08-01T03:00:00.000Z,182599.7,143224.47,221974.94,103849.23,261350.17,132199.4,182599.7,233000,39375.24
GradientBoosting,Backtest,2,2025-09-01T03:00:00.000Z,82558.77,48250.13,116867.41,13941.49,151176.06,38643.71,82558.77,126473.83,34308.64
GradientBoosting,Backtest,3,2025-10-01T03:00:00.000Z,35706.85,0,76079.53,0,116452.22,0,35706.85,87383.88,40372.68
GradientBoosting,Backtest,4,2025-11-01T03:00:00.000Z,41271.98,459.4,82084.57,0,122897.15,0,41271.98,93512.09,40812.58
GradientBoosting,Backtest,5,2025-12-01T03:00:00.000Z,89135.99,56656.89,121615.08,24177.8,154094.18,47562.75,89135.99,130709.23,32479.09
GradientBoosting,Backtest,6,2026-01-01T03:00:00.000Z,242495.46,205209.72,279781.2,167923.98,317066.93,194769.72,242495.46,290221.2,37285.74
GradientBoosting,Backtest,7,2026-02-01T03:00:00.000Z,71135.51,30782.93,111488.08,0,151840.65,19484.21,71135.51,122786.8,40352.57
GradientBoosting,Backtest,8,2026-03-01T03:00:00.000Z,68070.71,32139.94,104001.48,0,139932.26,22079.32,68070.71,114062.1,35930.77
GradientBoosting,Backtest,9,2026-04-01T03:00:00.000Z,107429.53,68939.45,145919.61,30449.38,184409.68,58162.23,107429.53,156696.83,38490.08
GradientBoosting,Backtest,10,2026-05-01T03:00:00.000Z,64737.14,25241.01,104233.28,0,143729.41,14182.09,64737.14,115292.2,39496.13
GradientBoosting,Backtest,11,2026-06-01T03:00:00.000Z,101443.12,62438.71,140447.54,23434.29,179451.96,51517.47,101443.12,151368.78,39004.42
GradientBoosting,Backtest,12,2026-07-01T03:00:00.000Z,66229.77,28432.59,104026.94,0,141824.12,17849.38,66229.77,114610.15,37797.18
GradientBoosting,Forecast,1,2026-08-01T03:00:00.000Z,186516.88,146925.33,225675.8,107550.1,265051.04,143191.47,180959.13,239501.5,39375.24
GradientBoosting,Forecast,2,2026-09-01T03:00:00.000Z,36101.8,1620.17,70237.45,-32688.48,104546.09,0,26102.23,74372.79,34308.64
GradientBoosting,Forecast,3,2026-10-01T03:00:00.000Z,164041.71,122755.34,203500.7,82382.65,243873.38,111306.74,158642.85,214723.34,40372.68
GradientBoosting,Forecast,4,2026-11-01T03:00:00.000Z,205040.11,165498.58,247123.74,124686,287936.32,160225.01,199323.45,264729.72,40812.58
GradientBoosting,Forecast,5,2026-12-01T03:00:00.000Z,89033.7,52699,117657.19,20219.91,150136.28,45809.18,80062.87,125175.66,32479.09
GradientBoosting,Forecast,6,2027-01-01T03:00:00.000Z,97157.63,55864.58,130436.05,18578.84,167721.79,51489.65,87206.78,145637.31,37285.74
GradientBoosting,Forecast,7,2027-02-01T03:00:00.000Z,109957.05,73413.15,154118.3,33060.58,194470.87,74385.97,106482.57,169646.65,40352.57
GradientBoosting,Forecast,8,2027-03-01T03:00:00.000Z,288253.81,249461.91,321323.45,213531.13,357254.23,243971.64,278205.5,324395.77,35930.77
GradientBoosting,Forecast,9,2027-04-01T03:00:00.000Z,109065.38,70467.54,147447.69,31977.46,185937.76,65691.28,104700.79,162049.99,38490.08
GradientBoosting,Forecast,10,2027-05-01T03:00:00.000Z,124076.52,82088.3,161080.57,42592.16,200576.7,79843.04,112075.35,174758.15,39496.13
GradientBoosting,Forecast,11,2027-06-01T03:00:00.000Z,131185.12,95557.13,173565.96,56552.71,212570.38,97598.85,126820.53,190874.73,39004.42
GradientBoosting,Forecast,12,2027-07-01T03:00:00.000Z,93087.04,54745.8,130340.16,16948.63,168137.33,49761.62,84116.21,146071.65,37797.18
,,,,,,,,,,,,
LSTM_Forecast,Histórico,0,2017-01-01T02:00:00.000Z,-142153.87,0,57564.21,0,257282.29,0,-142153.87,113485.27,199718.08
LSTM_Forecast,Histórico,0,2017-02-01T02:00:00.000Z,12389.53,0,212107.61,0,411825.69,0,12389.53,268028.67,199718.08
LSTM_Forecast,Histórico,0,2017-03-01T03:00:00.000Z,56816.69,0,256534.77,0,456252.85,0,56816.69,312455.84,199718.08
LSTM_Forecast,Histórico,0,2017-04-01T03:00:00.000Z,34403.88,0,234121.96,0,433840.04,0,34403.88,290043.02,199718.08
LSTM_Forecast,Histórico,0,2017-05-01T03:00:00.000Z,-172747.54,0,26970.53,0,226688.61,0,-172747.54,82891.6,199718.08
LSTM_Forecast,Histórico,0,2017-06-01T03:00:00.000Z,-141729.39,0,57988.69,0,257706.77,0,-141729.39,113909.75,199718.08
LSTM_Forecast,Histórico,0,2017-07-01T03:00:00.000Z,-93385.81,0,106332.27,0,306050.35,0,-93385.81,162253.33,199718.08
LSTM_Forecast,Histórico,0,2017-08-01T03:00:00.000Z,87138.07,0,286856.15,0,486574.22,0,87138.07,342777.21,199718.08
LSTM_Forecast,Histórico,0,2017-09-01T03:00:00.000Z,-22426.18,0,177291.9,0,377009.98,0,-22426.18,233212.96,199718.08
LSTM_Forecast,Histórico,0,2017-10-01T03:00:00.000Z,38645.53,0,238363.61,0,438081.69,0,38645.53,294284.67,199718.08
LSTM_Forecast,Histórico,0,2017-11-01T02:00:00.000Z,164100.69,0,363818.77,0,563536.85,0,164100.69,419739.83,199718.08
LSTM_Forecast,Histórico,0,2017-12-01T02:00:00.000Z,-19282.7,0,180435.38,0,380153.46,0,-19282.7,236356.44,199718.08
LSTM_Forecast,Histórico,0,2018-01-01T02:00:00.000Z,43747.49,0,243465.57,0,443183.65,0,43747.49,299386.63,199718.08
LSTM_Forecast,Histórico,0,2018-02-01T02:00:00.000Z,122311.22,0,322029.3,0,521747.38,0,122311.22,377950.37,199718.08
LSTM_Forecast,Histórico,0,2018-03-01T03:00:00.000Z,298508.31,98790.23,498226.39,0,697944.47,42869.17,298508.31,554147.45,199718.08
LSTM_Forecast,Histórico,0,2018-04-01T03:00:00.000Z,-120053.28,0,79664.8,0,279382.88,0,-120053.28,135585.87,199718.08
LSTM_Forecast,Histórico,0,2018-05-01T03:00:00.000Z,-69038.16,0,130679.92,0,330398,0,-69038.16,186600.98,199718.08
LSTM_Forecast,Histórico,0,2018-06-01T03:00:00.000Z,-74589.39,0,125128.69,0,324846.77,0,-74589.39,181049.75,199718.08
LSTM_Forecast,Histórico,0,2018-07-01T03:00:00.000Z,82507.45,0,282225.53,0,481943.61,0,82507.45,338146.59,199718.08
LSTM_Forecast,Histórico,0,2018-08-01T03:00:00.000Z,-23115.39,0,176602.68,0,376320.76,0,-23115.39,232523.75,199718.08
LSTM_Forecast,Histórico,0,2018-09-01T03:00:00.000Z,85492.9,0,285210.97,0,484929.05,0,85492.9,341132.04,199718.08
LSTM_Forecast,Histórico,0,2018-10-01T03:00:00.000Z,443720.88,244002.8,643438.96,44284.72,843157.04,188081.74,443720.88,699360.02,199718.08
LSTM_Forecast,Histórico,0,2018-11-01T03:00:00.000Z,99968.84,0,299686.92,0,499405,0,99968.84,355607.98,199718.08
LSTM_Forecast,Histórico,0,2018-12-01T02:00:00.000Z,191342.14,0,391060.22,0,590778.3,0,191342.14,446981.28,199718.08
LSTM_Forecast,Histórico,0,2019-01-01T02:00:00.000Z,914248.44,714530.37,1113966.52,514812.29,1313684.6,658609.3,914248.44,1169887.59,199718.08
LSTM_Forecast,Histórico,0,2019-02-01T02:00:00.000Z,162714.11,0,362432.19,0,562150.27,0,162714.11,418353.25,199718.08
LSTM_Forecast,Histórico,0,2019-03-01T03:00:00.000Z,-51563.03,0,148155.05,0,347873.13,0,-51563.03,204076.11,199718.08
LSTM_Forecast,Histórico,0,2019-04-01T03:00:00.000Z,-24828.87,0,174889.21,0,374607.29,0,-24828.87,230810.27,199718.08
LSTM_Forecast,Histórico,0,2019-05-01T03:00:00.000Z,37995.53,0,237713.61,0,437431.69,0,37995.53,293634.67,199718.08
LSTM_Forecast,Histórico,0,2019-06-01T03:00:00.000Z,6045.06,0,205763.14,0,405481.22,0,6045.06,261684.2,199718.08
LSTM_Forecast,Histórico,0,2019-07-01T03:00:00.000Z,19543.07,0,219261.15,0,418979.23,0,19543.07,275182.21,199718.08
LSTM_Forecast,Histórico,0,2019-08-01T03:00:00.000Z,80231.4,0,279949.48,0,479667.56,0,80231.4,335870.54,199718.08
